Bezug,Artikelnummer,Name_Suche,Datum,erfüllt,Benutzer,Lichtart,BA-Nr.,L*,a*,b*,"ΔL* ±1,5","Δa* ±0,40","Δb* ±0,40",ΔE*
,100007,Artikel Eta,14.04.2025 12:53,erfüllt,Mitarbeiter D,D45,BA-1001,"54,52","0,24","4,1","-0,48","0,24","0,1","0,55"
,100012,Artikel Mu,15.04.2025 02:22,erfüllt,Mitarbeiter B,D45,BA-1001,"55,52","0,27","3,68","0,52","0,27","-0,32","0,67"
,100014,Artikel Xi,15.04.2025 15:37,erfüllt,Mitarbeiter A,D45,BA-1001,"55,19","0,3","3,93","0,19","0,3","-0,07","0,36"
,100022,Artikel Chi,16.04.2025 08:40,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"55,33","0,2","3,26","0,33","0,2","-0,74","0,83"
,100002,Artikel Beta,16.04.2025 09:04,erfüllt,Mitarbeiter A,D45,BA-1001,"54,89","-0,1","4,05","-0,11","-0,1","0,05","0,16"
,100014,Artikel Xi,18.04.2025 03:28,erfüllt,Mitarbeiter B,D45,BA-1002,"54,28","0,15","3,79","-0,72","0,15","-0,21","0,76"
,100015,Artikel Omikron,18.04.2025 08:51,erfüllt,Mitarbeiter B,D45,BA-1001,"55,93","0,22","3,74","0,93","0,22","-0,26","0,99"
,100020,Artikel Upsilon,18.04.2025 09:46,erfüllt,Mitarbeiter D,D45,BA-1002,"54,44","-0,16","3,97","-0,56","-0,16","-0,03","0,58"
,100002,Artikel Beta,18.04.2025 19:26,erfüllt,Mitarbeiter A,D45,BA-1001,"54,1","0,08","3,92","-0,9","0,08","-0,08","0,91"
,100001,Artikel Alpha,19.04.2025 05:06,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"57,03","0,07","3,66","2,03","0,07","-0,34","2,06"
,100012,Artikel Mu,19.04.2025 07:47,erfüllt,Mitarbeiter A,D45,BA-1004,"55,21","-0,31","4,01","0,21","-0,31","0,01","0,37"
,100004,Artikel Delta,19.04.2025 09:27,erfüllt,Mitarbeiter C,D45,BA-1002,"56,22","0,11","3,73","1,22","0,11","-0,27","1,25"
,100014,Artikel Xi,19.04.2025 16:38,erfüllt,Mitarbeiter B,D45,BA-1001,"54,32","-0,11","4,25","-0,68","-0,11","0,25","0,73"
,100012,Artikel Mu,20.04.2025 11:26,erfüllt,Mitarbeiter B,D45,BA-1004,"53,99","0,05","3,8","-1,01","0,05","-0,2","1,03"
,100009,Artikel Iota,21.04.2025 08:13,erfüllt,Mitarbeiter C,D45,BA-1001,"54,38","-0,05","4,17","-0,62","-0,05","0,17","0,64"
,100017,Artikel Rho,21.04.2025 15:10,erfüllt,Mitarbeiter B,D45,BA-1002,"55,59","-0,26",4,"0,59","-0,26",0,"0,64"
,100014,Artikel Xi,22.04.2025 04:36,erfüllt,Mitarbeiter B,D45,BA-1002,"56,19","0,31","4,18","1,19","0,31","0,18","1,24"
,100004,Artikel Delta,23.04.2025 01:23,erfüllt,Mitarbeiter B,D45,BA-1002,"54,19","-0,07","3,66","-0,81","-0,07","-0,34","0,88"
,100009,Artikel Iota,23.04.2025 13:09,erfüllt,Mitarbeiter A,D45,BA-1003,"54,6","-0,1","4,12","-0,4","-0,1","0,12","0,43"
,100007,Artikel Eta,24.04.2025 08:57,erfüllt,Mitarbeiter B,D45,BA-1002,"54,29","0,14","4,14","-0,71","0,14","0,14","0,74"
,100018,Artikel Sigma,24.04.2025 23:54,erfüllt,Mitarbeiter B,D45,BA-1003,"54,06","-0,12","4,16","-0,94","-0,12","0,16","0,96"
,100014,Artikel Xi,25.04.2025 08:16,erfüllt,Mitarbeiter A,D45,BA-1002,"54,83","0,21","3,82","-0,17","0,21","-0,18","0,32"
,100024,Artikel Omega,25.04.2025 10:41,erfüllt,Mitarbeiter C,D45,BA-1003,"55,03","-0,14","4,1","0,03","-0,14","0,1","0,17"
,100006,Artikel Zeta,25.04.2025 21:04,erfüllt,Mitarbeiter B,D45,BA-1003,"55,56","-0,09","3,94","0,56","-0,09","-0,06","0,57"
,100010,Artikel Kappa,27.04.2025 03:41,erfüllt,Mitarbeiter C,D45,BA-1004,"53,79","0,12","4,24","-1,21","0,12","0,24","1,24"
,100007,Artikel Eta,27.04.2025 10:17,erfüllt,Mitarbeiter B,D45,BA-1002,"55,96","0,13","4,18","0,96","0,13","0,18","0,99"
,100007,Artikel Eta,27.04.2025 11:14,erfüllt,Mitarbeiter C,D45,BA-1003,56,"-0,25","3,79",1,"-0,25","-0,21","1,05"
,100024,Artikel Omega,28.04.2025 12:27,erfüllt,Mitarbeiter A,D45,BA-1002,"55,6","-0,12","3,85","0,6","-0,12","-0,15","0,63"
,100013,Artikel Nu,29.04.2025 09:13,erfüllt,Mitarbeiter D,D45,BA-1001,"55,55","-0,25","3,76","0,55","-0,25","-0,24","0,65"
,100005,Artikel Epsilon,30.04.2025 03:12,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"53,86","-0,78","4,02","-1,14","-0,78","0,02","1,38"
,100024,Artikel Omega,30.04.2025 06:09,erfüllt,Mitarbeiter A,D45,BA-1002,"56,1","-0,09","4,22","1,1","-0,09","0,22","1,13"
,100017,Artikel Rho,30.04.2025 19:48,erfüllt,Mitarbeiter A,D45,BA-1003,"54,15","-0,03","4,24","-0,85","-0,03","0,24","0,88"
,100021,Artikel Phi,01.05.2025 05:55,erfüllt,Mitarbeiter C,D45,BA-1002,"54,5","-0,34","3,66","-0,5","-0,34","-0,34","0,69"
,100011,Artikel Lambda,01.05.2025 15:36,erfüllt,Mitarbeiter A,D45,BA-1004,"55,48","-0,07","4,08","0,48","-0,07","0,08","0,49"
,100009,Artikel Iota,01.05.2025 23:44,erfüllt,Mitarbeiter A,D45,BA-1001,"54,47","-0,17","3,77","-0,53","-0,17","-0,23","0,6"
,100025,Artikel Nova,02.05.2025 17:59,erfüllt,Mitarbeiter A,D45,BA-1001,"53,94","-0,22","4,32","-1,06","-0,22","0,32","1,13"
,100004,Artikel Delta,04.05.2025 00:29,erfüllt,Mitarbeiter D,D45,BA-1004,"54,95","-0,24","4,08","-0,05","-0,24","0,08","0,26"
,100002,Artikel Beta,04.05.2025 11:24,nicht erfüllt,Mitarbeiter A,D45,BA-1002,"54,69","0,72","4,15","-0,31","0,72","0,15","0,8"
,100023,Artikel Psi,04.05.2025 22:46,erfüllt,Mitarbeiter A,D45,BA-1002,"54,64","0,13","3,84","-0,36","0,13","-0,16","0,41"
,100005,Artikel Epsilon,05.05.2025 15:42,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"54,57","0,66","4,16","-0,43","0,66","0,16","0,8"
,100025,Artikel Nova,05.05.2025 17:53,erfüllt,Mitarbeiter D,D45,BA-1001,"54,11","0,01","3,82","-0,89","0,01","-0,18","0,91"
,100009,Artikel Iota,05.05.2025 19:13,nicht erfüllt,Mitarbeiter B,D45,BA-1002,"53,85","0,31","4,65","-1,15","0,31","0,65","1,36"
,100022,Artikel Chi,06.05.2025 06:28,erfüllt,Mitarbeiter A,D45,BA-1001,"55,09","0,11","3,89","0,09","0,11","-0,11","0,18"
,100005,Artikel Epsilon,07.05.2025 13:49,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"54,77","-0,32","4,7","-0,23","-0,32","0,7","0,8"
,100020,Artikel Upsilon,07.05.2025 14:15,erfüllt,Mitarbeiter B,D45,BA-1001,"53,98","0,23","3,84","-1,02","0,23","-0,16","1,06"
,100006,Artikel Zeta,08.05.2025 23:09,erfüllt,Mitarbeiter D,D45,BA-1001,"54,22","0,04","3,88","-0,78","0,04","-0,12","0,79"
,100022,Artikel Chi,10.05.2025 00:54,erfüllt,Mitarbeiter B,D45,BA-1003,"55,04","0,1","4,26","0,04","0,1","0,26","0,28"
,100021,Artikel Phi,10.05.2025 18:31,erfüllt,Mitarbeiter C,D45,BA-1001,"55,21","-0,09","3,69","0,21","-0,09","-0,31","0,39"
,100005,Artikel Epsilon,11.05.2025 23:30,erfüllt,Mitarbeiter D,D45,BA-1002,"54,22","-0,3","4,28","-0,78","-0,3","0,28","0,88"
,100018,Artikel Sigma,13.05.2025 10:36,erfüllt,Mitarbeiter B,D45,BA-1004,"55,34","-0,33","3,68","0,34","-0,33","-0,32","0,57"
,100004,Artikel Delta,13.05.2025 17:01,erfüllt,Mitarbeiter A,D45,BA-1001,"55,6",0,"4,27","0,6",0,"0,27","0,66"
,100014,Artikel Xi,15.05.2025 06:27,erfüllt,Mitarbeiter D,D45,BA-1003,"55,86","0,02","3,88","0,86","0,02","-0,12","0,87"
,100013,Artikel Nu,16.05.2025 00:32,erfüllt,Mitarbeiter B,D45,BA-1001,"54,5","-0,08","3,77","-0,5","-0,08","-0,23","0,56"
,100002,Artikel Beta,16.05.2025 00:52,nicht erfüllt,Mitarbeiter B,D45,BA-1004,"53,89","-0,73","3,96","-1,11","-0,73","-0,04","1,33"
,100004,Artikel Delta,16.05.2025 17:41,erfüllt,Mitarbeiter C,D45,BA-1004,"55,36","0,2","4,12","0,36","0,2","0,12","0,43"
,100018,Artikel Sigma,16.05.2025 18:09,erfüllt,Mitarbeiter C,D45,BA-1001,"55,96","0,31","3,79","0,96","0,31","-0,21","1,03"
,100002,Artikel Beta,17.05.2025 03:52,erfüllt,Mitarbeiter D,D45,BA-1002,"54,98","-0,07","4,24","-0,02","-0,07","0,24","0,25"
,100013,Artikel Nu,17.05.2025 13:01,erfüllt,Mitarbeiter B,D45,BA-1004,"55,79","0,05","4,12","0,79","0,05","0,12","0,8"
,100007,Artikel Eta,17.05.2025 20:01,erfüllt,Mitarbeiter C,D45,BA-1003,"55,01","0,25","4,03","0,01","0,25","0,03","0,25"
,100010,Artikel Kappa,18.05.2025 02:11,erfüllt,Mitarbeiter D,D45,BA-1001,"55,32","-0,22","3,78","0,32","-0,22","-0,22","0,45"
,100018,Artikel Sigma,18.05.2025 06:29,erfüllt,Mitarbeiter B,D45,BA-1002,"56,2","0,18","4,09","1,2","0,18","0,09","1,22"
,100021,Artikel Phi,18.05.2025 08:58,erfüllt,Mitarbeiter C,D45,BA-1001,"55,02","0,18","3,85","0,02","0,18","-0,15","0,24"
,100006,Artikel Zeta,18.05.2025 22:16,erfüllt,Mitarbeiter C,D45,BA-1003,"54,85","0,07","4,13","-0,15","0,07","0,13","0,21"
,100023,Artikel Psi,18.05.2025 22:19,erfüllt,Mitarbeiter C,D45,BA-1001,"53,73","-0,25","4,06","-1,27","-0,25","0,06","1,3"
,100002,Artikel Beta,19.05.2025 06:31,erfüllt,Mitarbeiter C,D45,BA-1002,"53,91","-0,21","4,24","-1,09","-0,21","0,24","1,14"
,100015,Artikel Omikron,19.05.2025 12:37,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"55,14","-0,56","3,92","0,14","-0,56","-0,08","0,58"
,100015,Artikel Omikron,19.05.2025 15:03,erfüllt,Mitarbeiter B,D45,BA-1004,"55,22","0,24","3,97","0,22","0,24","-0,03","0,33"
,100006,Artikel Zeta,19.05.2025 15:35,erfüllt,Mitarbeiter A,D45,BA-1001,"54,28","-0,12","4,11","-0,72","-0,12","0,11","0,74"
,100019,Artikel Tau,20.05.2025 09:59,erfüllt,Mitarbeiter D,D45,BA-1001,"54,99","0,16","3,75","-0,01","0,16","-0,25","0,3"
,100021,Artikel Phi,21.05.2025 22:44,nicht erfüllt,Mitarbeiter A,D45,BA-1002,"57,15","0,24","3,67","2,15","0,24","-0,33","2,19"
,100022,Artikel Chi,22.05.2025 09:58,erfüllt,Mitarbeiter D,D45,BA-1002,"55,3","0,2","3,76","0,3","0,2","-0,24","0,43"
,100006,Artikel Zeta,22.05.2025 11:25,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"52,89","0,16","3,7","-2,11","0,16","-0,3","2,14"
,100019,Artikel Tau,22.05.2025 13:30,erfüllt,Mitarbeiter B,D45,BA-1004,"55,56","-0,22","3,71","0,56","-0,22","-0,29","0,67"
,100024,Artikel Omega,22.05.2025 18:09,erfüllt,Mitarbeiter B,D45,BA-1001,"55,32","-0,07","3,91","0,32","-0,07","-0,09","0,34"
,100006,Artikel Zeta,23.05.2025 02:33,erfüllt,Mitarbeiter C,D45,BA-1001,"54,6","-0,29",4,"-0,4","-0,29",0,"0,49"
,100012,Artikel Mu,23.05.2025 09:44,erfüllt,Mitarbeiter B,D45,BA-1001,"55,25","0,29","4,29","0,25","0,29","0,29","0,48"
,100019,Artikel Tau,25.05.2025 07:07,erfüllt,Mitarbeiter C,D45,BA-1004,"54,87","0,03","3,99","-0,13","0,03","-0,01","0,13"
,100011,Artikel Lambda,25.05.2025 18:54,erfüllt,Mitarbeiter D,D45,BA-1003,"55,33","0,11","4,01","0,33","0,11","0,01","0,35"
,100019,Artikel Tau,26.05.2025 00:56,erfüllt,Mitarbeiter D,D45,BA-1001,"55,04","-0,03","4,15","0,04","-0,03","0,15","0,16"
,100020,Artikel Upsilon,26.05.2025 14:37,erfüllt,Mitarbeiter C,D45,BA-1004,"54,82","-0,09","4,33","-0,18","-0,09","0,33","0,39"
,100004,Artikel Delta,27.05.2025 12:59,nicht erfüllt,Mitarbeiter C,D45,BA-1003,"57,13","0,07","4,1","2,13","0,07","0,1","2,13"
,100019,Artikel Tau,28.05.2025 04:10,erfüllt,Mitarbeiter B,D45,BA-1003,"55,92","-0,14","4,05","0,92","-0,14","0,05","0,93"
,100009,Artikel Iota,28.05.2025 20:52,erfüllt,Mitarbeiter A,D45,BA-1001,"54,35","0,09","4,15","-0,65","0,09","0,15","0,67"
,100019,Artikel Tau,28.05.2025 21:31,erfüllt,Mitarbeiter D,D45,BA-1003,"54,72","0,18","3,85","-0,28","0,18","-0,15","0,37"
,100004,Artikel Delta,29.05.2025 13:29,nicht erfüllt,Mitarbeiter B,D45,BA-1004,"53,92","-0,73","3,88","-1,08","-0,73","-0,12","1,31"
,100008,Artikel Theta,29.05.2025 16:00,erfüllt,Mitarbeiter D,D45,BA-1002,"54,5","-0,01","4,12","-0,5","-0,01","0,12","0,51"
,100003,Artikel Gamma,29.05.2025 22:52,erfüllt,Mitarbeiter B,D45,BA-1004,"55,03","0,27","3,85","0,03","0,27","-0,15","0,31"
,100020,Artikel Upsilon,30.05.2025 07:01,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"52,89","-0,05","3,79","-2,11","-0,05","-0,21","2,12"
,100016,Artikel Pi,30.05.2025 13:23,nicht erfüllt,Mitarbeiter C,D45,BA-1001,"53,93","-0,65","4,21","-1,07","-0,65","0,21","1,27"
,100008,Artikel Theta,30.05.2025 21:20,erfüllt,Mitarbeiter C,D45,BA-1002,"53,75","0,2","4,07","-1,25","0,2","0,07","1,27"
,100010,Artikel Kappa,31.05.2025 14:18,erfüllt,Mitarbeiter C,D45,BA-1001,"55,61","-0,11","4,21","0,61","-0,11","0,21","0,65"
,100013,Artikel Nu,01.06.2025 04:20,erfüllt,Mitarbeiter B,D45,BA-1001,"54,29","-0,14","3,77","-0,71","-0,14","-0,23","0,76"
,100003,Artikel Gamma,01.06.2025 23:15,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"55,18","-0,17","3,52","0,18","-0,17","-0,48","0,54"
,100022,Artikel Chi,02.06.2025 02:35,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"56,07","-0,19","4,47","1,07","-0,19","0,47","1,18"
,100010,Artikel Kappa,02.06.2025 08:39,erfüllt,Mitarbeiter D,D45,BA-1001,"54,53","0,13","4,09","-0,47","0,13","0,09","0,5"
,100023,Artikel Psi,03.06.2025 02:21,erfüllt,Mitarbeiter B,D45,BA-1001,"54,59","-0,27","3,86","-0,41","-0,27","-0,14","0,51"
,100021,Artikel Phi,03.06.2025 05:14,erfüllt,Mitarbeiter B,D45,BA-1003,"56,25","-0,33","4,05","1,25","-0,33","0,05","1,29"
,100007,Artikel Eta,03.06.2025 22:28,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"55,25","0,58","4,22","0,25","0,58","0,22","0,67"
,100025,Artikel Nova,04.06.2025 04:31,nicht erfüllt,Mitarbeiter C,D45,BA-1004,"53,22","-0,1","4,06","-1,78","-0,1","0,06","1,78"
,100005,Artikel Epsilon,04.06.2025 17:14,erfüllt,Mitarbeiter C,D45,BA-1003,"54,55","-0,33","3,8","-0,45","-0,33","-0,2","0,59"
,100017,Artikel Rho,04.06.2025 19:00,erfüllt,Mitarbeiter C,D45,BA-1004,"55,04","0,05","3,85","0,04","0,05","-0,15","0,16"
,100014,Artikel Xi,06.06.2025 18:53,erfüllt,Mitarbeiter C,D45,BA-1003,"54,25","0,15","4,33","-0,75","0,15","0,33","0,83"
,100013,Artikel Nu,08.06.2025 03:27,erfüllt,Mitarbeiter D,D45,BA-1003,"53,81","-0,2","3,75","-1,19","-0,2","-0,25","1,23"
,100019,Artikel Tau,08.06.2025 14:01,erfüllt,Mitarbeiter C,D45,BA-1004,"54,12","-0,2","4,27","-0,88","-0,2","0,27","0,94"
,100002,Artikel Beta,09.06.2025 03:07,nicht erfüllt,Mitarbeiter A,D45,BA-1002,"57,13","-0,28","3,91","2,13","-0,28","-0,09","2,15"
,100002,Artikel Beta,10.06.2025 20:10,nicht erfüllt,Mitarbeiter A,D45,BA-1004,"55,09","-0,05","3,39","0,09","-0,05","-0,61","0,62"
,100004,Artikel Delta,10.06.2025 20:35,erfüllt,Mitarbeiter D,D45,BA-1003,"54,93","0,03","3,95","-0,07","0,03","-0,05","0,09"
,100003,Artikel Gamma,11.06.2025 10:08,erfüllt,Mitarbeiter B,D45,BA-1003,"55,64","-0,27","4,13","0,64","-0,27","0,13","0,71"
,100022,Artikel Chi,12.06.2025 05:28,erfüllt,Mitarbeiter D,D45,BA-1001,"55,14","-0,3","4,21","0,14","-0,3","0,21","0,39"
,100010,Artikel Kappa,12.06.2025 11:56,erfüllt,Mitarbeiter A,D45,BA-1002,"55,82",0,"3,89","0,82",0,"-0,11","0,83"
,100015,Artikel Omikron,14.06.2025 03:43,erfüllt,Mitarbeiter D,D45,BA-1004,"55,64","-0,17","3,97","0,64","-0,17","-0,03","0,66"
,100006,Artikel Zeta,14.06.2025 08:53,erfüllt,Mitarbeiter B,D45,BA-1001,"55,61","0,16","3,7","0,61","0,16","-0,3","0,7"
,100019,Artikel Tau,15.06.2025 08:01,erfüllt,Mitarbeiter C,D45,BA-1002,"55,84","-0,12","4,02","0,84","-0,12","0,02","0,85"
,100006,Artikel Zeta,16.06.2025 20:33,erfüllt,Mitarbeiter B,D45,BA-1002,"54,82","-0,32","3,72","-0,18","-0,32","-0,28","0,46"
,100019,Artikel Tau,17.06.2025 06:09,erfüllt,Mitarbeiter C,D45,BA-1003,"54,11","-0,03",4,"-0,89","-0,03",0,"0,89"
,100013,Artikel Nu,17.06.2025 14:54,erfüllt,Mitarbeiter D,D45,BA-1001,"54,37","0,19","3,77","-0,63","0,19","-0,23","0,7"
,100013,Artikel Nu,17.06.2025 21:45,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"54,84","-0,05","3,39","-0,16","-0,05","-0,61","0,63"
,100022,Artikel Chi,18.06.2025 00:29,erfüllt,Mitarbeiter D,D45,BA-1003,"54,51","0,3","4,17","-0,49","0,3","0,17","0,6"
,100007,Artikel Eta,18.06.2025 03:13,erfüllt,Mitarbeiter D,D45,BA-1001,"55,98","0,2","4,13","0,98","0,2","0,13","1,01"
,100002,Artikel Beta,19.06.2025 07:07,nicht erfüllt,Mitarbeiter B,D45,BA-1002,"57,25","-0,32","4,18","2,25","-0,32","0,18","2,28"
,100018,Artikel Sigma,19.06.2025 09:22,erfüllt,Mitarbeiter D,D45,BA-1003,"54,89","0,2","4,15","-0,11","0,2","0,15","0,27"
,100007,Artikel Eta,23.06.2025 17:03,erfüllt,Mitarbeiter C,D45,BA-1001,"55,93","-0,04","3,93","0,93","-0,04","-0,07","0,93"
,100014,Artikel Xi,25.06.2025 05:28,erfüllt,Mitarbeiter C,D45,BA-1002,"54,89","-0,05","4,06","-0,11","-0,05","0,06","0,13"
,100010,Artikel Kappa,25.06.2025 06:24,erfüllt,Mitarbeiter C,D45,BA-1003,"54,96","-0,15","4,01","-0,04","-0,15","0,01","0,16"
,100021,Artikel Phi,26.06.2025 10:57,erfüllt,Mitarbeiter B,D45,BA-1001,"55,35","-0,13","3,85","0,35","-0,13","-0,15","0,4"
,100008,Artikel Theta,26.06.2025 12:07,erfüllt,Mitarbeiter C,D45,BA-1004,"53,76","-0,19","3,74","-1,24","-0,19","-0,26","1,28"
,100003,Artikel Gamma,26.06.2025 16:58,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"54,66","0,58","3,78","-0,34","0,58","-0,22","0,71"
,100022,Artikel Chi,27.06.2025 04:15,erfüllt,Mitarbeiter D,D45,BA-1002,"54,4","0,1","4,21","-0,6","0,1","0,21","0,64"
,100021,Artikel Phi,27.06.2025 10:46,erfüllt,Mitarbeiter D,D45,BA-1002,"53,9","0,12","3,83","-1,1","0,12","-0,17","1,12"
,100002,Artikel Beta,27.06.2025 12:16,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"54,51","-0,75","4,1","-0,49","-0,75","0,1","0,9"
,100012,Artikel Mu,27.06.2025 15:00,erfüllt,Mitarbeiter C,D45,BA-1001,"55,08","-0,03","3,85","0,08","-0,03","-0,15","0,17"
,100016,Artikel Pi,30.06.2025 08:21,erfüllt,Mitarbeiter B,D45,BA-1004,"55,99","0,33","4,09","0,99","0,33","0,09","1,05"
,100013,Artikel Nu,01.07.2025 07:21,erfüllt,Mitarbeiter D,D45,BA-1001,"54,39","-0,14","3,82","-0,61","-0,14","-0,18","0,65"
,100013,Artikel Nu,01.07.2025 19:29,erfüllt,Mitarbeiter B,D45,BA-1001,"55,54","0,1","3,89","0,54","0,1","-0,11","0,56"
,100013,Artikel Nu,01.07.2025 20:28,erfüllt,Mitarbeiter A,D45,BA-1001,"56,09","-0,17","4,18","1,09","-0,17","0,18","1,12"
,100017,Artikel Rho,02.07.2025 09:12,erfüllt,Mitarbeiter C,D45,BA-1004,"54,19","0,3","4,32","-0,81","0,3","0,32","0,92"
,100001,Artikel Alpha,02.07.2025 16:51,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"57,09","0,09","3,68","2,09","0,09","-0,32","2,12"
,100003,Artikel Gamma,04.07.2025 16:29,erfüllt,Mitarbeiter C,D45,BA-1004,"53,86","0,31","4,25","-1,14","0,31","0,25","1,21"
,100023,Artikel Psi,05.07.2025 05:55,erfüllt,Mitarbeiter C,D45,BA-1003,"55,51","0,17","4,02","0,51","0,17","0,02","0,54"
,100016,Artikel Pi,05.07.2025 14:26,erfüllt,Mitarbeiter B,D45,BA-1004,"55,84","0,31","4,24","0,84","0,31","0,24","0,93"
,100025,Artikel Nova,05.07.2025 23:05,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"55,85","-0,01","3,31","0,85","-0,01","-0,69","1,09"
,100008,Artikel Theta,06.07.2025 10:24,nicht erfüllt,Mitarbeiter D,D45,BA-1002,"56,2","-0,53","4,22","1,2","-0,53","0,22","1,33"
,100020,Artikel Upsilon,06.07.2025 17:10,erfüllt,Mitarbeiter B,D45,BA-1004,"55,44","-0,05","4,05","0,44","-0,05","0,05","0,45"
,100009,Artikel Iota,07.07.2025 19:24,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"57,11","-0,21","4,26","2,11","-0,21","0,26","2,14"
,100023,Artikel Psi,08.07.2025 01:31,erfüllt,Mitarbeiter D,D45,BA-1002,"56,18","-0,03","3,97","1,18","-0,03","-0,03","1,18"
,100020,Artikel Upsilon,08.07.2025 14:25,erfüllt,Mitarbeiter A,D45,BA-1002,"56,02","0,02","4,27","1,02","0,02","0,27","1,06"
,100021,Artikel Phi,08.07.2025 19:05,erfüllt,Mitarbeiter B,D45,BA-1004,"55,58","-0,09","4,21","0,58","-0,09","0,21","0,62"
,100008,Artikel Theta,09.07.2025 06:22,erfüllt,Mitarbeiter B,D45,BA-1002,"55,56","0,13","4,1","0,56","0,13","0,1","0,58"
,100019,Artikel Tau,09.07.2025 20:47,erfüllt,Mitarbeiter D,D45,BA-1002,"54,28","-0,06","4,01","-0,72","-0,06","0,01","0,72"
,100005,Artikel Epsilon,11.07.2025 04:44,erfüllt,Mitarbeiter D,D45,BA-1001,"55,1","-0,07","4,03","0,1","-0,07","0,03","0,13"
,100001,Artikel Alpha,11.07.2025 23:50,erfüllt,Mitarbeiter C,D45,BA-1002,"53,9","-0,16","3,89","-1,1","-0,16","-0,11","1,12"
,100002,Artikel Beta,12.07.2025 09:18,nicht erfüllt,Mitarbeiter B,D45,BA-1001,"55,97","0,05","3,29","0,97","0,05","-0,71","1,2"
,100020,Artikel Upsilon,12.07.2025 23:05,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"55,33","-0,17","3,36","0,33","-0,17","-0,64","0,74"
,100016,Artikel Pi,13.07.2025 18:49,erfüllt,Mitarbeiter D,D45,BA-1002,"55,73","-0,18","3,82","0,73","-0,18","-0,18","0,77"
,100024,Artikel Omega,15.07.2025 10:54,erfüllt,Mitarbeiter C,D45,BA-1004,"55,88","0,24","4,24","0,88","0,24","0,24","0,94"
,100010,Artikel Kappa,15.07.2025 13:31,erfüllt,Mitarbeiter A,D45,BA-1002,"55,9","-0,09","3,82","0,9","-0,09","-0,18","0,92"
,100003,Artikel Gamma,15.07.2025 18:28,erfüllt,Mitarbeiter B,D45,BA-1002,"56,17","0,06","4,31","1,17","0,06","0,31","1,21"
,100005,Artikel Epsilon,15.07.2025 18:33,erfüllt,Mitarbeiter A,D45,BA-1002,"55,04","0,02","3,96","0,04","0,02","-0,04","0,06"
,100015,Artikel Omikron,16.07.2025 01:45,erfüllt,Mitarbeiter A,D45,BA-1003,"54,93","-0,11","4,24","-0,07","-0,11","0,24","0,27"
,100021,Artikel Phi,16.07.2025 04:13,erfüllt,Mitarbeiter A,D45,BA-1001,"56,18","0,33","4,05","1,18","0,33","0,05","1,23"
,100008,Artikel Theta,16.07.2025 14:06,erfüllt,Mitarbeiter C,D45,BA-1002,"53,73","-0,27","4,05","-1,27","-0,27","0,05","1,3"
,100022,Artikel Chi,18.07.2025 17:51,erfüllt,Mitarbeiter B,D45,BA-1004,"56,16","0,01","3,84","1,16","0,01","-0,16","1,17"
,100021,Artikel Phi,19.07.2025 03:21,erfüllt,Mitarbeiter B,D45,BA-1002,"54,09","0,01","4,22","-0,91","0,01","0,22","0,94"
,100014,Artikel Xi,19.07.2025 20:36,nicht erfüllt,Mitarbeiter D,D45,BA-1003,"55,77","0,01","3,54","0,77","0,01","-0,46","0,9"
,100007,Artikel Eta,20.07.2025 05:05,erfüllt,Mitarbeiter A,D45,BA-1001,"53,86","-0,21","3,67","-1,14","-0,21","-0,33","1,21"
,100023,Artikel Psi,20.07.2025 13:24,erfüllt,Mitarbeiter B,D45,BA-1001,"54,91","-0,33","3,73","-0,09","-0,33","-0,27","0,44"
,100024,Artikel Omega,21.07.2025 05:48,erfüllt,Mitarbeiter B,D45,BA-1002,"55,19","0,25","3,75","0,19","0,25","-0,25","0,4"
,100015,Artikel Omikron,21.07.2025 10:56,erfüllt,Mitarbeiter C,D45,BA-1003,54,"0,29","4,17",-1,"0,29","0,17","1,05"
,100013,Artikel Nu,22.07.2025 15:26,erfüllt,Mitarbeiter C,D45,BA-1001,"55,78","-0,1","4,09","0,78","-0,1","0,09","0,79"
,100022,Artikel Chi,22.07.2025 16:28,erfüllt,Mitarbeiter A,D45,BA-1004,"54,15","-0,14","3,95","-0,85","-0,14","-0,05","0,86"
,100012,Artikel Mu,23.07.2025 12:06,erfüllt,Mitarbeiter B,D45,BA-1002,"54,51","0,15","3,84","-0,49","0,15","-0,16","0,54"
